samples	genome	regions.CG	regions.C	regions.G	regions.relH	regions.GoGe	genome.C	genome.G	genome.CG	genome.relH	genome.GoGe	enrichment.score.relH	enrichment.score.GoGe	numberReadsCG	numberReadsWOCG	count0	count1	count10	count50	count100	maxEstCorReads	maxEstCor	maxTruCorReads	maxTruCor	LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE	ACCUMULATION_LEVEL	WINDOW_SIZE	TOTAL_CLUSTERS	ALIGNED_READS	AT_DROPOUT	GC_DROPOUT	GC_NC_0_19	GC_NC_20_39	GC_NC_40_59	GC_NC_60_79	GC_NC_80_100	SAMPLE	LIBRARY.1	READ_GROUP	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE.1	LIBRARY.2	READ_GROUP.1	total	unmap	methyl	unmeth	PCT_THALIANA	THALIANA_BETA	runid	project	miso_id	centre	sample_type	tissue_type
CAP_cfDNA-4_Input	BSgenome.Hsapiens.UCSC.hg19	41479	799570	796837	1.10623735	0.244108136	591650798	592024269	28617896	0.914003014	0.255813117	1.210321337	0.954244017	12457	1814	30923620	33165	11	0	0	12457	0.5588801	6228	0.275207721	Unknown Library	180	7458	0	58778	0	1	1	0.000132	NA	All Reads	100	36937	15096	8.674162	0.089027	0.136014	0.849385	1.140778	1.272874	1.261034	NA	NA	NA	FIRST_OF_PAIR	36937	36937	1	0	7558	0.204619	1098992	6466	943066	922047	0	0.008031	0.003971	0.001202	146	7458	0.986769	0	0.498412	0.085756	0.007147	NA	NA	NA	73874	58598	467	727	1.6	0.391	190402_M00753_0110_000000000-D648R	PROJECT_TREBUCHET	PROJECT_TREBUCHET_0003_Ct_T_PE_323_CM	XYZ	Blood	Input
CAP_cfDNA-4_B_Input	BSgenome.Hsapiens.UCSC.hg19	43481	800759	799848	1.165618894	0.253240509	591650798	592024269	28617896	0.914003014	0.255813117	1.275289989	0.989943408	12393	1814	30923841	32944	15	0	0	12393	0.555277316	6196	0.273080991	Unknown Library	163	7403	0	54985	0	3	1	0.000401	13694933	All Reads	100	34977	14969	10.049236	0.075866	0.173735	0.820742	1.164034	1.338842	0.777119	NA	NA	NA	FIRST_OF_PAIR	34977	34977	1	0	7503	0.214512	1091000	6477	944628	923442	0	0.007806	0.004113	0.001216	146	7403	0.986672	0	0.507397	0.094605	0.009978	NA	NA	NA	69954	54822	431	641	1.5	0.402	190402_M00753_0110_000000000-D648R	PROJECT_TREBUCHET	PROJECT_TREBUCHET_0003_Ct_T_PE_322_CM	XYZ	Blood	Input
CAP_cfDNA-4	BSgenome.Hsapiens.UCSC.hg19	4581	79427	80183	1.297465397	0.253965275	591650798	592024269	28617896	0.914003014	0.255813117	1.419541705	0.992776594	1173	179	30953586	3199	0	0	0	1173	0.526262703	586	0.267609834	Unknown Library	103	1737	0	15573	0	1	0	0.000559	1508005	All Reads	100	9575	3577	19.555806	0.868556	0.038263	0.62359	1.404747	1.00784	0	NA	NA	NA	FIRST_OF_PAIR	9575	9575	1	0	1798	0.187781	260092	1461	212899	208010	0	0.011535	0.005154	0.002457	146	1737	0.966073	0	0.501669	0.139706	0.001149	NA	NA	NA	19150	15470	2189	94	11.9	0.958	190402_M00753_0110_000000000-D648R	PROJECT_TREBUCHET	PROJECT_TREBUCHET_0003_Ct_T_PE_321_CM	XYZ	Blood	Medip
CAP_cfDNA-4_B	BSgenome.Hsapiens.UCSC.hg19	3338	61562	60265	1.276145109	0.235339444	591650798	592024269	28617896	0.914003014	0.255813117	1.396215427	0.919966289	869	89	30954454	2331	0	0	0	869	0.54371303	434	0.214106406	Unknown Library	102	1424	0	14028	1	1	0	0.001017	1013413	All Reads	100	8489	2950	22.831707	0.589497	0.046395	0.540597	1.471443	1.186106	0.358457	NA	NA	NA	FIRST_OF_PAIR	8489	8489	1	0	1481	0.174461	213571	1179	171734	167551	0	0.010998	0.004601	0.002833	146	1424	0.961512	0	0.517218	0.144637	0.00106	NA	NA	NA	16978	13926	1874	42	11.2	0.978	190402_M00753_0110_000000000-D648R	PROJECT_TREBUCHET	PROJECT_TREBUCHET_0003_Ct_T_PE_320_CM	XYZ	Blood	Medip
CMP-01-08-cfDNA-03	BSgenome.Hsapiens.UCSC.hg19	211169	2106603	2095855	2.386333343	0.423238616	591650798	592024269	28617896	0.914003014	0.255813117	2.61085938	1.654483637	29399	115	30883975	72810	231	14	9	29399	0.791662232	14699	0.606640317	Unknown Library	366	16528	0	4730	6	7	2	0.000598	27305358	All Reads	100	19076	33422	31.634661	0.488654	0.053238	0.44979	1.391427	2.90481	0	NA	NA	NA	FIRST_OF_PAIR	19076	19076	1	0	16747	0.877909	2438431	13434	1959390	1890322	0	0.010748	0.005091	0.000944	146	16528	0.986923	0	0.500926	0.06341	0	NA	NA	NA	38152	4364	250	0	0.6	1	190402_M00753_0110_000000000-D648R	PROJECT_DEFME	PROJECT_DEFME_0008_Ct_T_PE_320_CM	XYZ	Blood	Medip
HMC_Input	BSgenome.Hsapiens.UCSC.hg19	21791	431237	430716	1.037331263	0.246450574	591650798	592024269	28617896	0.914003014	0.255813117	1.134931993	0.963400848	6979	1147	30938795	17990	2	0	0	6979	0.544627047	3489	0.269598155	Unknown Library	234	4890	0	20892	0	0	0	0	NA	All Reads	100	15453	10014	2.663177	0.594433	0.820132	0.982055	1.024489	0.976333	0.633645	NA	NA	NA	FIRST_OF_PAIR	15453	15453	1	0	5029	0.325438	724432	3716	541348	527397	0	0.014564	0.005809	0.003278	146	4890	0.97236	0	0.509445	0.172862	0.004724	NA	NA	NA	30906	20658	66	128	0.6	0.34	190402_M00753_0110_000000000-D648R	PROJECT_TREBUCHET	PROJECT_TREBUCHET_0004_nn_R_PE_321_CM	XYZ	Blood	Input
CMP-01-03-cfDNA-03	BSgenome.Hsapiens.UCSC.hg19	248664	2514733	2488270	2.372562452	0.416503632	591650798	592024269	28617896	0.914003014	0.255813117	2.59579281	1.628155887	34820	165	30870108	86677	254	23	9	34820	0.805309391	17410	0.648790795	Unknown Library	404	19413	0	4844	4	3	1	0.000255	94199965	All Reads	100	22037	39230	32.815811	0.516133	0.03489	0.415996	1.42014	2.966739	0.080869	NA	NA	NA	FIRST_OF_PAIR	22037	22037	1	0	19676	0.892862	2865925	15886	2317383	2242633	0	0.010002	0.004453	0.000887	146	19413	0.986633	0	0.504828	0.061186	0	NA	NA	NA	44074	4440	218	4	0.5	0.981	190402_M00753_0110_000000000-D648R	PROJECT_DEFME	PROJECT_DEFME_0002_Ct_T_PE_317_CM	XYZ	Blood	Medip
CMP-01-03-cfDNA-03_Input	BSgenome.Hsapiens.UCSC.hg19	428121	8700610	8715007	1.023110994	0.236261452	591650798	592024269	28617896	0.914003014	0.255813117	1.119373764	0.923570514	139020	21820	30595054	361731	326	32	8	139020	0.658702894	69510	0.419586072	Unknown Library	1054	77906	0	21962	19	13	5	0.000287	379259394	All Reads	100	89414	156866	4.40853	0.109295	0.411843	0.947237	1.058985	1.05356	0.640436	NA	NA	NA	FIRST_OF_PAIR	89414	89414	1	0	78623	0.879314	11445878	69457	10130259	9890014	0	0.007111	0.003947	0.000976	146	77906	0.990881	0	0.496712	0.069756	0.000693	NA	NA	NA	178828	20908	186	342	0.2	0.352	190402_M00753_0110_000000000-D648R	PROJECT_DEFME	PROJECT_DEFME_0002_Ct_T_PE_323_CM	XYZ	Blood	Input
CMP-01-08-cfDNA-03_Input	BSgenome.Hsapiens.UCSC.hg19	156032	3256350	3248343	0.982038301	0.234372129	591650798	592024269	28617896	0.914003014	0.255813117	1.074436611	0.916184956	52786	8793	30818549	138236	107	5	0	52786	0.596843764	26393	0.326557098	Unknown Library	482	29796	0	14378	6	7	4	0.000333	147917279	All Reads	100	37226	60074	1.949449	0.814454	0.603778	1.000597	1.01648	0.899489	0.668925	NA	NA	NA	FIRST_OF_PAIR	37226	37226	1	0	30116	0.809004	4381929	26347	3842164	3755275	0	0.007585	0.004073	0.001089	146	29796	0.989374	0	0.501029	0.078167	0.000672	NA	NA	NA	74452	13896	78	104	0.2	0.428	190402_M00753_0110_000000000-D648R	PROJECT_DEFME	PROJECT_DEFME_0008_Ct_T_PE_321_CM	XYZ	Blood	Input
H151	BSgenome.Hsapiens.UCSC.hg19	162850	1726965	1715472	2.228569841	0.401681756	591650798	592024269	28617896	0.914003014	0.255813117	2.438252179	1.570215636	24277	136	30895935	60850	167	13	6	24277	0.75686684	12138	0.563970092	Unknown Library	294	13414	0	2362	3	8	0	0.000701	11241490	All Reads	100	14742	27122	30.298342	0.589039	0.100926	0.4561	1.417093	2.580202	0	NA	NA	NA	FIRST_OF_PAIR	14742	14742	1	0	13590	0.921856	1980024	11175	1630120	1572247	0	0.009947	0.004836	0.00086	146	13414	0.987049	0	0.5	0.05067	0	NA	NA	NA	29484	2068	41	0	0.1	1	190402_M00753_0110_000000000-D648R	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_322_CM	XYZ	Blood	Medip
H151_Input	BSgenome.Hsapiens.UCSC.hg19	116468	2408745	2409126	0.997954445	0.23423521	591650798	592024269	28617896	0.914003014	0.255813117	1.091850278	0.915649723	38773	6367	30855282	101503	65	1	0	38773	0.582468469	19386	0.306490403	Unknown Library	279	21324	0	14465	1	2	1	0.000116	227328057	All Reads	100	28696	42927	2.81199	0.251605	0.516513	0.969799	1.036299	1.030493	0.689741	NA	NA	NA	FIRST_OF_PAIR	28696	28696	1	0	21499	0.749198	3131527	19113	2787822	2721815	0	0.006576	0.00364	0.000817	146	21324	0.99186	0	0.497791	0.060431	0.001742	NA	NA	NA	57392	14186	20	26	0	0.434	190402_M00753_0110_000000000-D648R	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_324_CM	XYZ	Blood	Input
