samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	centre	proj_name	sample_type	tissue_type	rin	dv200	run	miso_id	proj_id
697_2	148.882758	99.9	5.461	1116.545955	96	55.0705	22.9203	9.0595	12.9498	98.756	77.9907	74.9428	0.495772	0.810219	1.8	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170303_NB551051_0011_AHGGHYBGX2	PROJECT_LIEUTENANT_0001_Le_C_PE_313_WT	PROJECT_LIEUTENANT
697_3	165.047739	99.9	5.839	1237.8042	96.7	54.652	22.1648	9.4842	13.699	98.9224	76.8168	74.3347	0.497783	0.798269	1.6	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170303_NB551051_0011_AHGGHYBGX2	PROJECT_LIEUTENANT_0001_Le_C_PE_304_WT	PROJECT_LIEUTENANT
P2_1	155.975715	99.9	7.547	1169.772945	94.9	55.0615	22.0243	9.2692	13.645	98.1419	77.0858	73.1619	0.525105	0.855952	1.1	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170303_NB551051_0011_AHGGHYBGX2	PROJECT_LIEUTENANT_0001_Le_C_PE_278_WT	PROJECT_LIEUTENANT
P2_2	176.081398	99.9	7.296	1320.541095	96.6	55.5856	23.4162	7.549	13.4491	98.4747	79.0018	76.3196	0.514986	0.811191	3.4	XYZ	LIEUTENANT	Tumour	Fresh	9999	9999	170303_NB551051_0011_AHGGHYBGX2	PROJECT_LIEUTENANT_0001_Le_C_PE_295_WT	PROJECT_LIEUTENANT
INS-A-004-AT	178.321667	99.9	6.689	1337.2560375	94.1	9.7371	13.7753	58.7389	17.7487	97.416	23.5124	22.1352	0.836409	0.181994	3.6	XYZ	QUINOA	Tumour	FFPE	9999	9999	170215_NB551056_0008_AHGGMMBGX2	PROJECT_QUINOA_0009_Oc_P_PE_243_WT	PROJECT_QUINOA
INS-B-009-AT	185.837317	99.9	8.04	1393.71525	95.6	16.8114	14.8912	47.4202	20.8772	98.7683	31.7026	30.3095	0.842623	0.271793	3.2	XYZ	QUINOA	Tumour	FFPE	9999	9999	170215_NB551056_0008_AHGGMMBGX2	PROJECT_QUINOA_0010_Br_P_PE_248_WT	PROJECT_QUINOA
INS-C-006-AT	172.807331	99.9	9.341	1295.942115	95.1	11.0688	14.0452	55.7055	19.1805	98.2288	25.114	23.8907	0.843441	0.156556	3.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	170215_NB551056_0008_AHGGMMBGX2	PROJECT_QUINOA_0011_Ov_P_PE_247_WT	PROJECT_QUINOA
INS-C-009-AT	161.085156	99.9	22.016	1207.746735	93.9	11.3322	20.0913	45.3251	23.2513	98.2349	31.4236	29.5143	0.859789	0.201677	9.3	XYZ	QUINOA	Tumour	FFPE	9999	9999	170215_NB551056_0008_AHGGMMBGX2	PROJECT_QUINOA_0012_Ov_P_PE_246_WT	PROJECT_QUINOA
INS-C-015-AT	137.53962	99.9	48.702	1030.70304	92.1	6.0822	27.9994	50.1524	15.766	96.9913	34.0816	31.4082	1.242517	0.525042	16.5	XYZ	QUINOA	Tumour	FFPE	9999	9999	170215_NB551056_0008_AHGGMMBGX2	PROJECT_QUINOA_0013_Ov_P_PE_230_WT	PROJECT_QUINOA
Brat_0001_CLON_05ng	62.364443	99.1	20	463.71042	40.4	5.7777	46.0451	22.2187	25.9585	8.0579	51.8228	20.9718	1.577432	4.371893	56	XYZ	ALPHA	Tumour	FFPE	9999	9999	161223_NB551056_0006_AHJ5JLAFXX	PROJECT_ALPHA_0001_Nk_P_PE_216_WT	PROJECT_ALPHA
Brat_0002_CLON_05ng	56.920413	99.2	25.284	423.867675	34.9	3.3693	53.6724	18.3435	24.6149	17.0643	57.0417	19.9625	2.267797	9999	47.7	XYZ	ALPHA	Tumour	FFPE	9999	9999	161223_NB551056_0006_AHJ5JLAFXX	PROJECT_ALPHA_0002_Nk_P_PE_201_WT	PROJECT_ALPHA
Brat_0001_RIBZ_SSIV	111.932017	99.7	477.581	837.7407	73.7	0.3016	76.0113	17.2153	6.4717	93.7161	76.3129	56.3015	2.351016	9999	37	XYZ	ALPHA	Tumour	FFPE	9999	9999	161221_NB551051_0008_AHCTWJAFXX	PROJECT_ALPHA_0001_Nk_P_PE_235_WT	PROJECT_ALPHA
Brat_0002_RIBZ_SSIV	114.723394	99.7	1076.333	858.41334	82.1	0.0791	76.8946	16.6203	6.406	95.1952	76.9737	63.2484	3.662068	9999	35	XYZ	ALPHA	Tumour	FFPE	9999	9999	161221_NB551051_0008_AHCTWJAFXX	PROJECT_ALPHA_0002_Nk_P_PE_233_WT	PROJECT_ALPHA
Brat_0001_RIBZ_SSII	105.044522	99.7	97.915	786.12927	87.1	0.7842	73.168	20.3716	5.6762	95.6316	73.9522	64.4718	1.497654	11.395833	30	XYZ	ALPHA	Tumour	FFPE	9999	9999	161208_NB551056_0005_AHCVFGAFXX	PROJECT_ALPHA_0001_Nk_P_PE_237_WT	PROJECT_ALPHA
Brat_0002_RIBZ_SSII	116.222059	99.7	1049.294	869.87835	63.5	0.1266	72.6808	21.7328	5.4598	93.075	72.8074	46.2504	4.995005	9999	16.1	XYZ	ALPHA	Tumour	FFPE	9999	9999	161208_NB551056_0005_AHCVFGAFXX	PROJECT_ALPHA_0002_Nk_P_PE_255_WT	PROJECT_ALPHA
